day,hour,da_price,rt_price,solar,flex_load,a_t,d_t,bid,rt_trade,flex_served,inv,b_ch,b_dis,e_ch,e_dis,soc_b,soc_e
1,1,10.48,-2.1175,0.0,6.62314568498,1.0,0.0,5.988000015426935,-12.835145503589128,6.623145523516186,3.4533996425297165e-14,4.999999997991024,4.999999990048707,7.199999998676856,0.988000026546306,6.750000000000421,39.99999999999993
1,2,9.89,-1.15,0.0,7.917337422801999,1.0,0.0,5.000000022524696,-7.200000018264418,4.610317851474674e-08,1.614643344387267e-07,4.999999997643222,4.999999986414984,7.199999998485935,3.755299825421393e-08,5.694444453694245,45.799999970799384
1,3,8.49,-1.17,0.0,9.2238693684638,1.0,0.0,4.999999929346291,-7.2000001112753065,4.624177072563703e-08,7.917337538163664,4.999999997649651,4.999999920041268,7.199999998490939,1.1065850399366658e-08,4.638888911112557,52.63999992983148
1,4,7.99,-0.0175,0.0,10.3271551392612,1.0,0.0,2.318665893521574e-07,-12.199999776555002,1.538116591588876e-08,17.14120686038621,4.999999997109467,2.2500173774802834e-07,7.199999998216084,9.14973150732101e-09,3.5833334422852925,59.47999991674954
1,5,8.13,-0.8125,0.0,10.649626956904,1.0,0.0,3.4679126640812084e-07,-12.19999971217394,6.50250919334996e-08,27.46836198426675,4.999999997496956,3.393301669981339e-07,7.199999998410173,9.427893569413302e-09,8.083333189682566,66.31999990542343
1,6,8.17,-0.6825,0.0,10.408852040914,1.0,0.0,3.2249995388098096,-8.975000487585858,3.2547401149612454e-08,38.11798887614616,4.999999997455856,3.224999531293649,7.199999998385199,9.509081221367755e-09,12.583332810396984,73.1599998939889
1,7,13.62,4.265000000000001,0.0,12.647663658128998,0.0,0.5824,4.050000001073282,-1.532399997828689,3.5994962077023533e-09,48.52684088451324,4.999999997143152,4.050000002913683,7.484205030259029e-13,9.683541253757532e-13,13.499999995558905,79.99999988244512
1,8,14.11,15.855,0.0,12.946179384833,1.0,0.0,-3.220878459673113e-08,7.200000069921933,8.44262934029707e-10,61.17450453904321,3.8862259807425555e-08,1.1943797721752262e-07,5.688036923295787e-09,7.199999995878245,13.499999989750771,79.41759988244559
1,9,15.0,16.2975,0.0,8.684511692846,1.0,0.0,-1.095108748807483e-08,11.249999870330848,7.767836840446141e-10,74.1206839230324,2.331427844126669e-08,4.049999902963241,4.806493876745608e-09,7.199999996264784,13.499999892018304,71.83865252376735
1,10,15.0,9.7225,0.0,6.4579410338968,1.0,0.0,7.200000008707105,1.1513804574207267,1.3937545006791197e-09,82.80519561510205,4.999999993809152,1.7726198962386218e-08,1.048619559951878,7.199999994849126,9.000000020820305,64.25970516384473
1,11,17.24,21.6475,0.0,4.7770609382998,1.0,0.0,-4.9999997953270165,6.250009794533511,5.196468683084939e-10,89.2631366476055,4.999999797036941,4.050009596151629,2.5504643276576143e-09,7.1999999984884795,13.499999995553262,57.676946382800374
1,12,17.83,18.04,0.0,2.3955293681474,0.0,0.409155,-0.40915498547703083,-0.4091550818182031,4.813212014117957e-10,94.04019758538604,9.429942025817378e-08,1.296022384496082e-08,0.0,9.059966404053784e-13,13.499989150496262,50.097999018393764
1,13,17.54,17.6175,0.0,0.43270145168428,1.0,0.0,-1.1683627277611948e-05,7.1999880231011755,4.95116141679824e-10,96.43572695305248,1.197644812914423e-05,5.317524121932048e-09,2.4185403660095504e-09,7.19999999714512,13.499989220965931,49.688844018394164
1,14,18.28,25.6775,0.0221352903,0.7776951916822401,1.0,0.0,-4.999999991019299,6.272135291491795,4.44047816631961e-10,96.86842840424198,4.999999990986859,4.049999995638609,2.1247493219289442e-09,7.199999999108321,13.499999993861316,42.1098966552763
1,15,19.67,28.515,0.4631495847187499,0.342495465554,1.0,0.0,-4.999999993337829,7.663149404510855,3.6313095669749154e-10,97.6461235954805,4.999999993256153,4.999999815748115,1.712629922905569e-09,7.199999999375322,13.499999990596226,34.53094928981279
1,16,17.39,28.4,1.24313356321875,0.347096511126,0.0,0.51996,-5.519959995454836,-0.24182626162938084,4.988205303531039e-10,97.98861906067167,4.999999996402555,4.035000172052113,5.754826705920779e-13,1.1772654469630162e-12,12.4444446336966,26.952001923676733
1,17,25.48,46.595,1.8827700526687496,0.395078554783,0.0,0.43354,-0.4335400091141051,6.449230042582204,1.1929920318756248e-10,98.33571557129912,9.375072979499288e-09,4.999999999404898,4.5659554620170456e-14,1.4188952780470398e-12,12.461111105957311,26.432041923677172
1,18,33.84,41.5725,2.1307111092,1.0363074419056,0.0,0.463765,-0.4637649990611006,6.6669461066475275,-9.020654128891465e-11,98.73079412596307,1.5391826280157986e-09,4.999999998893652,0.0,1.353993786113559e-12,6.905555559500988,25.998501923677612
1,19,24.74,17.65,2.4260720859,0.589668175003,1.0,0.0,13.67607207670154,8.67607208601668,4.777719432437227e-10,99.76710156795909,4.999999990537219,4.0499999944846925,2.3510683734328738e-09,7.19999999899767,1.350000006560426,25.534736923678054
1,20,19.24,5.825,2.4157065807,1.416526964385,1.0,0.0,13.66570656986783,1.4657065757095455,2.4028780278144718e-09,100.35676974248453,4.999999998257765,4.049999992368805,7.199999994547056,7.199999997848326,1.3500000041727744,17.955789558546055
1,21,16.95,9.1375,1.8582945939,3.3242657512658,1.0,0.0,12.158294612139407,-0.04170533981733134,1.4432466353209775e-09,101.77329670446684,4.999999995417243,3.100000023814503,7.199999957458272,7.199999996786754,1.3500000110845014,17.216842187210197
1,22,17.7,4.46,1.377125134875,5.3225422264092,1.0,0.0,13.577125101485779,1.3771251053159983,3.0657273697626012e-09,105.09756245428954,4.999999998095702,4.999999970436684,7.199999996081956,7.199999997247611,2.405555536055419,16.477894781757577
1,23,14.79,1.395,0.704949225075,6.518007058402001,1.0,0.0,11.954949223158494,-0.2450507785631996,6.572140860290843e-09,110.42010467763316,4.999999998425889,4.050000004330759,7.199999997775743,7.199999994804788,1.3500000116348463,15.738947412512557
1,24,10.37,-1.985,0.032379523875,7.748120515849,1.0,0.0,10.580379566496713,-126.3058526745104,124.68623224531083,116.93811172946312,4.999999998379895,4.050000001844142,7.199999998523758,6.498000041984968,1.3500000054067594,15.000000047448463
2,1,9.76,-3.845,0.0,9.651220006126,1.0,0.0,9.19703489499855,-3.002965101197715,2.4275763856744455e-10,-1.916432315193868e-13,4.999999997919647,4.9999999967374364,7.199999998959902,4.197034899187124,6.7499999999965405,39.99999999999996
2,2,5.31,-14.495,0.0,11.0993363727605,1.0,0.0,4.999999942643302,-7.200000056716468,7.402855194911217e-10,9.65122000588286,4.999999999430403,4.999999939235584,7.199999999664724,3.8832549929113915e-09,5.6944444461899,42.42206852618326
2,3,4.52,-26.08,0.0,12.7204924956795,1.0,0.0,0.12499999149250722,-12.07500001232172,4.140312761551809e-09,20.75055637790287,4.999999999848145,0.1249999883614387,7.199999999951141,3.25823412077208e-09,4.638888957633898,49.26206852177707
2,4,4.43,-30.36,0.0,14.161633732435298,1.0,0.0,8.215400713825001e-08,-59.83268251384092,47.63268259609924,33.47104886944183,4.999999999933884,7.900164314870784e-08,7.200000000012405,3.204696737726283e-09,9.000000081536303,56.10206851830088
2,5,7.79,-27.265,0.0,14.45856844927,1.0,0.0,4.05000001170926,-22.608568442809656,14.458568454668466,5.777671313451676e-09,4.999999999928423,4.0500000024643485,7.199999999970337,9.29300488542141e-09,13.499999993693422,62.94206851493925
2,6,10.0,-5.3625,0.0,14.471155517864,1.0,0.0,11.249999920636176,-15.421155592072664,14.47115551527866,3.7920306211669555e-10,4.999999999054308,4.049999995052922,7.199999999137971,7.199999926345315,13.499999990890979,69.7820685051289
2,7,14.36,0.2249999999999998,0.0,17.450259436794,1.0,0.0,11.249999996675864,-18.40025943546464,17.45025943600101,2.96459922665763e-09,4.999999998782388,4.050000001280101,7.199999998230397,7.199999996269072,13.499999995536765,69.04312121342006
2,8,17.24,4.78,0.0,16.868630423361,1.0,0.0,11.249999998366672,-17.81863041705821,16.86863042245708,3.757685850773114e-09,4.999999998366954,4.050000001537761,7.199999995660405,7.199999997888531,13.499999993018694,68.30417384724505
2,9,19.23,14.1275,0.0,12.557482414009,0.0,0.42512,4.049999999494218,-1.375119988146895,3.851519179933419e-09,4.662057443242956e-09,4.999999987108027,4.050000002813021,1.4270362869011075e-12,1.2187484305901863e-12,13.499999989840417,67.56522647692385
2,10,20.06,19.4725,0.0,9.863240280628998,1.0,0.0,8.135000009043058,8.135000027901027,1.6128433478548752e-09,12.557482414819987,1.0079289077016846e-08,0.9350000425772138,1.590523226150309e-09,7.1999999986059615,13.499999975112056,67.1401064769237
2,11,19.97,24.185,0.0,8.331691900609,1.0,0.0,-7.511024717468575e-09,12.19999998330344,1.5262151689093319e-09,22.42072269383658,8.572571501064357e-09,4.999999995779308,1.523096037004028e-09,7.199999999145668,12.461111047986087,59.561159111480904
2,12,20.43,17.745,0.0,5.350765522315999,1.0,0.0,12.199999940327777,12.199999920064608,1.8647966365962477e-09,30.752414592919788,2.3271833299567963e-08,4.999999948383609,1.8510522825056165e-09,7.199999998668902,6.9055555048348225,51.98221174540593
2,13,19.31,12.1475,0.0,3.113346935981,1.0,0.0,11.24999996372834,6.249999960277353,5.443508789371341e-09,36.10318011337138,4.999999994964748,4.049999967491279,5.258864258402402e-09,7.199999998453285,1.3500000275747914,44.403264380144364
2,14,15.39,15.4075,0.0214798383,1.7854704291558,1.0,0.0,-3.499998947870896,3.721479892682332,2.465508886034468e-09,39.21652704390925,3.4999999426794166,4.915067778515671e-09,2.4499490187455065e-09,7.199999997062247,1.3500000591639183,36.824317018347195
2,15,13.08,15.5525,0.6357265849687499,0.4886571890566999,0.0,0.4907199999999999,-5.490719988841495,-4.854993405953465,4.11505528314341e-09,41.001997470599896,4.999999992056948,5.250732990076905e-09,1.4082169547733805e-12,1.002005312353019e-12,4.5000000021139615,29.245369655345804
2,16,13.07,15.2625,0.4868202453187498,0.320290629954,0.0,0.57246,-5.572459987757721,-5.085639745893512,3.9652511313922935e-09,41.490654655541874,4.999999992101365,4.855508315673551e-09,1.40752019156219e-12,9.245215734263084e-13,8.999999989130881,28.75464965534567
2,17,17.25,16.715,0.28750210396875,0.361981487654,0.0,0.542415,0.2875020768139726,-0.2549129238377359,1.9202033856177423e-09,41.81094528153093,3.335624691738993e-08,7.471046727168204e-09,9.919076783926674e-13,5.204917791470541e-13,13.499999976626887,28.182189655345535
2,18,33.48,32.480000000000004,0.343080938475,2.0997173697088,0.0,0.7389,5.34308091471284,4.604180931109724,3.144242015436618e-10,42.17292676726502,1.9145462006893527e-09,4.999999994863857,1.309201399821645e-12,1.1341384200233514e-12,13.499999998346622,27.6397746553454
2,19,24.38,63.0975,0.7780725036,2.5730218223812003,0.0,1.23626,-2.4276180246973604,3.3504544788064283,7.347726216801259e-10,44.27264413665967,1.191358023956674,4.999999999898885,1.4373166295792218e-12,9.76177042146516e-13,7.944444450221016,26.90087465534527
2,20,17.92,43.4175,0.7523274642187502,3.4390494440966,0.0,1.073265,-6.073264998821923,-0.3209375358239425,1.5819893978930401e-09,46.84566595830635,4.999999997494105,4.999999999034185,1.4508811345112313e-12,1.0958452187342534e-12,3.461111116338837,25.664614655345133
2,21,16.68,37.2225,0.484944680475,5.4143758124312,0.0,0.78561,-5.785609999431678,-0.30066532159723924,1.9058866145220813e-09,50.28471540082119,4.999999997964561,4.999999997798888,1.4414967642289093e-12,1.1291020636389151e-12,2.405555559601246,24.591349655345
2,22,16.67,25.8375,0.5522463195187499,5.5567641889338,0.0,0.487845,-5.487844996271306,-0.8855986795460923,1.922869621014133e-09,55.69909121134671,4.999999995963513,4.049999998822055,1.4375058196085472e-12,1.1858254607571238e-12,1.3500000046598868,23.805739655344865
2,23,14.95,18.0375,0.33899540146875,6.642893682336,1.0,0.0,-1.5977818654247013e-07,7.53899536395193,2.6248170847006605e-09,61.25585539835784,1.602311595934033e-07,1.2990108996605643e-07,2.7094450505475498e-09,7.199999998147725,1.3500000023358134,23.31789465534473
2,24,9.88,8.505,0.0211427487,7.622434795425,1.0,0.0,7.221142653621704,-75.50004120568532,75.5211838734919,67.89874907806917,7.326184572538565e-08,5.987656226005607e-08,7.199999926195032,7.199999858687034,1.3500000022091247,15.738947291447273
3,1,11.24,1.83,0.0,8.452627535765,1.0,0.0,4.999999998847903,-7.200000000614822,1.176500453527468e-09,1.4839390553790727e-14,4.999999999070452,4.999999998422373,7.199999999678697,8.884674615272026e-10,6.749999999999883,39.9999999999999
3,2,8.28,-0.865,0.0,9.2562514785933,1.0,0.0,1.0750000039802323,-11.124999998472726,3.770615817561411e-09,8.45262753458853,4.999999999417588,1.0750000039028755,7.199999999743687,5.563438063999838e-10,5.694444445360523,46.839999998759325
3,3,4.23,-2.1275,0.0,10.2669203297136,1.0,0.0,1.7738623136321977e-09,-40.17579933309849,27.97579933631215,17.708879009411227,4.9999999995085105,2.0639315050209727e-09,7.1999999997653505,4.2355577774974846e-10,8.999999996055262,53.679999997930096
3,4,9.17,-0.47,0.0,11.3718390758595,1.0,0.0,4.049999996135452,-19.521839078994596,11.371839076406767,2.8126815094139373e-09,4.99999999944298,4.049999995956203,7.19999999973351,6.324691673348918e-10,13.499999993319538,60.51999999726122
3,5,11.09,1.58,0.0,11.919563443605998,1.0,0.0,4.049999998466732,-20.069563443246015,11.919563443090453,2.265429985495036e-09,4.999999999399786,4.049999998040546,7.199999999683165,8.868634087152598e-10,13.499999997311344,67.3599999963422
3,6,15.99,3.25,0.0,13.271531679745,1.0,0.0,5.037999995834715,-20.433531685124947,13.271531682107163,2.780997764385691e-09,4.999999999554936,4.049999999508759,7.199999999627847,0.9879999966562629,13.49999999894834,74.19999999510753
3,7,20.43,19.185,0.0,14.782582605475,1.0,0.0,7.199999997137333,7.199999992709913,9.302871831912771e-10,4.189278883607759e-10,4.127952351785709e-09,4.290288105764736e-09,3.2465880838780508e-09,7.1999999967225925,13.499999999093609,79.9999999982736
3,8,28.17,20.1525,0.0,13.865619019383,1.0,0.0,12.199999997672629,12.181481480482576,7.214391578352443e-10,14.78258260496373,0.018518515485606124,4.999999998706279,1.5445922686844198e-09,7.199999999522123,13.499999998043625,72.42105263638669
3,9,20.86,26.3375,0.0,10.555559153811,1.0,0.0,-6.64103199269747e-09,12.199999989736808,6.409180449634517e-10,28.64820162362538,5.516875432689944e-09,4.999999997790531,1.3196615764079216e-09,7.199999999418583,7.961111107873244,64.84210526993603
3,10,16.44,106.0125,0.0,7.719242015894,1.0,0.0,-12.199999991672636,8.312026886116343e-09,1.547911688431075e-09,39.203760776795534,4.99999999859643,4.999999999986129,7.19999999152801,7.199999999998605,2.4055555597482092,57.263157903380645
3,11,14.26,19.2025,0.0,5.8764031460068,1.0,0.0,-12.200000001165915,-5.000000020710233,5.0380966331085165e-09,46.9230027911417,4.999999998693211,1.6820521652415721e-09,7.199999998362535,7.1999999797016265,1.3500000029553771,56.524210526912654
3,12,13.34,21.745,0.0,2.7783974440138004,1.0,0.0,-67.77780336679416,-60.5778033447363,55.57780336956464,52.79940593211047,4.999999998975834,2.423160562037836e-08,7.199999998776281,7.19999999834893,5.849999999910357,55.78526317830268
3,13,14.39,41.335,0.0,0.96449177953284,1.0,0.0,-13.164491769410326,-0.9644917698927238,0.964491772605667,6.559605838457383e-09,4.999999998643809,4.999999999798725,7.199999998285376,7.199999999843542,10.349999972064644,55.04631581045704
3,14,14.65,25.62,0.01654045801875,0.348656172017,1.0,0.0,-12.548656166703434,-0.332115710996317,0.3486561704691118,1.3486643896560205e-08,4.999999998523204,4.999999998752939,7.1999999980987175,7.199999999323114,9.294444415512185,54.30736844057176
3,15,14.91,26.25,0.5453656341187499,0.3148858684,1.0,0.0,-12.514885872552254,0.23047975953342167,0.3148858766750214,1.5034359490450214e-08,4.999999998382057,4.999999998942789,7.199999997868379,7.199999999397428,8.238888860013153,53.56842107105697
