day,hour,flexible_load,inflexible_load,total_load
1,1,6.62314568498,0.8654366637690001,7.488582348749
1,2,7.9173374228019995,0.7024320558497,8.6197694786517
1,3,9.2238693684638,0.6390594922522,9.862928860716
1,4,10.327155139261201,0.6225955791091,10.949750718370302
1,5,10.649626956904,0.6195091163021,11.269136073206099
1,6,10.408852040914,0.6854621692456999,11.0943142101597
1,7,12.647663658128998,0.9654297865867,13.613093444715698
1,8,12.946179384833,1.3531649437256998,14.2993443285587
1,9,8.684511692846,1.327221836636,10.011733529482
1,10,6.4579410338968,1.1113210297737002,7.5692620636705
1,11,4.7770609382998,1.1032176436364,5.8802785819362
1,12,2.3955293681474,1.1241382478554,3.5196676160028
1,13,0.43270145168428,1.1013485991854,1.53405005086968
1,14,0.7776951916822401,1.0713502082194002,1.8490453999016403
1,15,0.342495465554,1.0715357581887,1.4140312237427
1,16,0.347096511126,1.1589472059683,1.5060437170943
1,17,0.395078554783,1.483773625599,1.878852180382
1,18,1.0363074419056,2.089718739812,3.1260261817176
1,19,0.589668175003,2.4898980041670002,3.0795661791700004
1,20,1.416526964385,2.489832970087,3.906359934472
1,21,3.3242657512658,2.293989373837,5.6182551251028
1,22,5.3225422264092,2.078215740803,7.400757967212201
1,23,6.518007058402001,1.672113346112,8.190120404514001
1,24,7.748120515849,1.2661774621783,9.014297978027301
2,1,9.651220006126,0.857767366874,10.508987373
2,2,11.0993363727605,0.6978271944509,11.7971635672114
2,3,12.7204924956795,0.6360130474316,13.3565055431111
2,4,14.161633732435298,0.6210026075863,14.782636340021599
2,5,14.45856844927,0.6163927681064,15.0749612173764
2,6,14.471155517864,0.6806826945787,15.1518382124427
2,7,17.450259436794,0.9530333557337001,18.4032927925277
2,8,16.868630423361,1.3284766882987,18.1971071116597
2,9,12.557482414009,1.289378319146,13.846860733155
2,10,9.863240280628998,1.0587847951537,10.922025075782699
2,11,8.331691900609,1.0438153763834,9.3755072769924
2,12,5.350765522315999,1.0629013619734,6.413666884289399
2,13,3.113346935981,1.0455696756144,4.1589166115954
2,14,1.7854704291558,1.0204975037974,2.8059679329532
2,15,0.48865718905669997,1.0258892574737,1.5145464465304
2,16,0.320290629954,1.1157117377823,1.4360023677363
2,17,0.361981487654,1.441869386627,1.803850874281
2,18,2.0997173697087996,2.0484748213720003,4.1481921910808
2,19,2.5730218223812003,2.4498693028489997,5.0228911252302
2,20,3.4390494440965997,2.449880757007,5.8889302011036
2,21,5.4143758124312,2.253324775266,7.6677005876972
2,22,5.5567641889337995,2.03667440723,7.5934385961638
2,23,6.642893682336,1.6391045989620001,8.281998281298
2,24,7.622434795425,1.2480534760033,8.8704882714283
3,1,8.452627535765,0.857767366874,9.310394902639
3,2,9.256251478593299,0.6978271944509,9.954078673044199
3,3,10.266920329713601,0.6360130474316,10.902933377145201
3,4,11.3718390758595,0.6210026075863,11.9928416834458
3,5,11.919563443605998,0.6163927681064,12.535956211712397
3,6,13.271531679745,0.6806826945787,13.952214374323699
3,7,14.782582605475,0.9530333557337001,15.7356159612087
3,8,13.865619019383,1.3284766882987,15.1940957076817
3,9,10.555559153811,1.289378319146,11.844937472957
3,10,7.719242015894,1.0587847951537,8.7780268110477
3,11,5.8764031460068,1.0438153763834,6.920218522390201
3,12,2.7783974440138004,1.0629013619734,3.8412988059872006
3,13,0.96449177953284,1.0455696756144,2.01006145514724
3,14,0.348656172017,1.0204975037974,1.3691536758144
3,15,0.3148858684,1.0258892574737,1.3407751258737
3,16,0.319915879664,1.1157117377823,1.4356276174463
3,17,0.361754408089,1.441869386627,1.803623794716
3,18,1.8476218369296,2.0484748213720003,3.8960966583016003
3,19,2.7771100939160003,2.4498693028489997,5.226979396765
3,20,3.5774088502619996,2.449880757007,6.027289607268999
3,21,4.7427246225826,2.253324775266,6.9960493978486
3,22,6.783265603925,2.03667440723,8.819940011155
3,23,8.057328430937,1.6391045989620001,9.696433029899
3,24,9.668294908944,1.2480534760033,10.9163483849473
4,1,11.481969534088002,0.857767366874,12.339736900962002
4,2,13.043994540484999,0.6978271944509,13.741821734935899
4,3,14.5681399840195,0.6360130474316,15.2041530314511
4,4,16.1555674260613,0.6210026075863,16.776570033647598
4,5,16.966325002513997,0.6163927681064,17.5827177706204
4,6,17.186639475851,0.6806826945787,17.8673221704297
4,7,17.603203514089998,0.9530333557337001,18.5562368698237
4,8,17.890311253131,1.3284766882987,19.2187879414297
4,9,17.184774373101,1.289378319146,18.474152692247
4,10,15.463150829604,1.0587847951537,16.5219356247577
4,11,13.869962332016001,1.0438153763834,14.913777708399401
4,12,9.932309859895,1.0629013619734,10.9952112218684
4,13,7.684964988633,1.0455696756144,8.7305346642474
4,14,5.622997902209799,1.0204975037974,6.643495406007199
4,15,4.671288860012201,1.0258892574737,5.697178117485901
4,16,3.924299061542,1.1157117377823,5.0400107993243
4,17,4.133701503590601,1.441869386627,5.575570890217601
4,18,6.1964839851488,2.0484748213720003,8.244958806520799
4,19,5.9835780898428,2.4498693028489997,8.4334473926918
4,20,6.8759379809170005,2.449880757007,9.325818737924001
4,21,7.281789395801001,2.253324775266,9.535114171067
4,22,8.48204268704,2.03667440723,10.51871709427
4,23,9.575730991465,1.6391045989620001,11.214835590427
4,24,11.209404097541002,1.2480534760033,12.457457573544302
5,1,11.819652184017,0.857767366874,12.677419550891
5,2,12.914146852598,0.6978271944509,13.6119740470489
5,3,13.5596745473681,0.6360130474316,14.1956875947997
5,4,14.090042556823201,0.6210026075863,14.711045164409501
5,5,14.421891851365,0.6163927681064,15.0382846194714
