Delivery Date,Hour,da_price,rt_price
2019-01-07,10,22.26,18.2925
2019-01-07,11,21.98,19.4775
2019-01-07,12,22.3,20.487499999999997
2019-01-07,13,22.89,20.5275
2019-01-07,14,23.1,20.24
2019-01-07,15,22.44,19.87
2019-01-07,16,22.48,20.1875
2019-01-07,17,22.76,20.325
2019-01-07,18,40.5,27.4675
2019-01-07,19,31.66,30.29
2019-01-07,20,22.95,27.275
2019-01-07,21,21.84,25.4475
2019-01-07,22,21.55,22.002499999999998
2019-01-07,23,20.13,16.925
2019-01-07,24,18.16,14.5525
2019-01-08,1,15.19,14.925
2019-01-08,2,15.06,15.945
2019-01-08,3,15.5,16.830000000000002
2019-01-08,4,17.04,16.4025
2019-01-08,5,18.11,18.1875
2019-01-08,6,21.18,21.8975
2019-01-08,7,24.27,27.8275
2019-01-08,8,26.94,28.0525
2019-01-08,9,25.03,20.4575
2019-01-08,10,22.04,19.225
2019-01-08,11,22.48,12.935
2019-01-08,12,20.79,6.9275
2019-01-08,13,21.51,6.755
2019-01-08,14,21.88,8.75
2019-01-08,15,21.68,9.0475
2019-01-08,16,21.33,7.470000000000001
2019-01-08,17,21.94,15.34
2019-01-08,18,41.53,22.7325
2019-01-08,19,32.86,22.4375
2019-01-08,20,25.85,20.630000000000003
2019-01-08,21,25.25,19.5975
2019-01-08,22,25.3,19.765
2019-01-08,23,22.16,19.465
2019-01-08,24,21.36,18.0175
2019-01-09,1,19.45,17.025
2019-01-09,2,18.79,16.497500000000002
2019-01-09,3,19.51,16.552500000000002
2019-01-09,4,19.36,17.465
2019-01-09,5,21.11,18.93
2019-01-09,6,22.39,22.8125
2019-01-09,7,34.46,30.564999999999998
2019-01-09,8,30.12,26.02
2019-01-09,9,25.65,28.2225
2019-01-09,10,25.9,23.947499999999998
2019-01-09,11,22.95,21.73
2019-01-09,12,22.03,21.150000000000002
2019-01-09,13,21.35,20.6225
2019-01-09,14,20.53,20.2825
2019-01-09,15,19.9,19.7425
2019-01-09,16,20.0,19.0375
2019-01-09,17,20.7,19.605
2019-01-09,18,30.0,26.945
2019-01-09,19,32.75,26.655
2019-01-09,20,25.61,32.7125
2019-01-09,21,25.75,28.5625
2019-01-09,22,25.23,22.5325
2019-01-09,23,23.46,21.2175
2019-01-09,24,22.12,19.325
2019-01-10,1,18.94,20.09
2019-01-10,2,18.51,17.9725
2019-01-10,3,18.19,18.5975
2019-01-10,4,18.83,17.935000000000002
2019-01-10,5,19.64,17.75
2019-01-10,6,21.81,18.73
2019-01-10,7,37.79,31.92
2019-01-10,8,29.05,22.18
2019-01-10,9,24.21,20.825
2019-01-10,10,22.42,20.9125
2019-01-10,11,20.55,18.985
2019-01-10,12,19.38,18.895
2019-01-10,13,18.94,16.9775
2019-01-10,14,18.92,21.055
2019-01-10,15,17.98,20.515
2019-01-10,16,17.73,19.7025
2019-01-10,17,18.67,19.6375
2019-01-10,18,25.0,23.3175
2019-01-10,19,22.72,25.165
2019-01-10,20,18.69,16.125
2019-01-10,21,17.67,15.5625
2019-01-10,22,17.36,11.782499999999999
2019-01-10,23,16.23,7.895
2019-01-10,24,15.09,17.76
2019-01-11,1,13.4,19.064999999999998
2019-01-11,2,13.78,18.3525
2019-01-11,3,13.88,18.4125
2019-01-11,4,14.0,19.3175
2019-01-11,5,16.2,19.7375
2019-01-11,6,16.38,19.6275
2019-01-11,7,19.37,22.205
2019-01-11,8,18.71,22.0725
2019-01-11,9,17.9,22.025
2019-01-11,10,17.66,21.805
2019-01-11,11,17.47,21.195
2019-01-11,12,16.8,21.28
2019-01-11,13,16.26,20.4625
2019-01-11,14,16.46,19.5975
2019-01-11,15,16.28,18.97
2019-01-11,16,18.56,17.725
2019-01-11,17,19.3,19.1325
2019-01-11,18,28.71,19.87
2019-01-11,19,29.15,19.3425
2019-01-11,20,24.81,21.0725
2019-01-11,21,22.61,28.0675
2019-01-11,22,22.52,26.384999999999998
2019-01-11,23,19.86,22.025
2019-01-11,24,19.24,28.455
2019-01-12,1,19.36,22.38
2019-01-12,2,18.33,19.5075
2019-01-12,3,17.61,18.155
2019-01-12,4,16.82,16.310000000000002
2019-01-12,5,17.68,12.9475
2019-01-12,6,17.43,5.775
2019-01-12,7,18.27,6.675
2019-01-12,8,19.5,15.004999999999999
2019-01-12,9,19.57,15.129999999999999
2019-01-12,10,19.08,9.0975
2019-01-12,11,17.22,6.5025
2019-01-12,12,17.32,6.2524999999999995
2019-01-12,13,18.37,6.92
2019-01-12,14,19.56,6.7675
2019-01-12,15,20.23,8.545
2019-01-12,16,20.48,17.045
2019-01-12,17,21.39,19.47
2019-01-12,18,30.49,90.97999999999999
2019-01-12,19,38.13,47.495
2019-01-12,20,30.63,30.025
2019-01-12,21,28.75,40.93
2019-01-12,22,27.09,28.240000000000002
2019-01-12,23,22.89,45.5775
2019-01-12,24,21.99,22.0675
2019-01-13,1,23.77,21.8225
2019-01-13,2,22.74,21.945
2019-01-13,3,23.3,22.91
2019-01-13,4,23.11,22.77
2019-01-13,5,25.11,22.8375
2019-01-13,6,26.59,24.0375
2019-01-13,7,28.21,21.205
2019-01-13,8,31.48,21.69
2019-01-13,9,36.56,24.0075
2019-01-13,10,33.61,30.71
2019-01-13,11,31.34,33.6525
2019-01-13,12,27.48,34.1025
2019-01-13,13,26.73,27.45
2019-01-13,14,23.99,25.9125
2019-01-13,15,22.25,24.2425
2019-01-13,16,21.99,22.215
2019-01-13,17,23.78,21.8875
2019-01-13,18,39.83,31.1575
2019-01-13,19,54.21,50.475
2019-01-13,20,42.13,53.66
2019-01-13,21,35.74,42.65
2019-01-13,22,32.85,41.775
2019-01-13,23,27.43,29.2
2019-01-13,24,26.52,33.76
2019-01-14,1,24.17,24.4725
2019-01-14,2,23.7,22.1025
2019-01-14,3,22.99,23.6225
2019-01-14,4,24.9,25.15
